Week,Store,Contact id,first_name,Manager,Operations,Site,QA login,Contact Reason,Medium,Handle Team,Annotations,Policy Adherence,impact,opportunity
2,COM,983060239-7,Alysa,Meghan,Rip,Pune,Nagaraju,PM,E,Ours,Invalid,Deviated,IMPACT2,849 4th Way
4,COM,412244678-3,Nady,Clementina,Filippo,Pune,Priyanka,WMS,V,Ours,Invalid,Deviated,IMPACT2,83015 Boyd Plaza
2,COM,799400873-9,Doralia,Rosetta,Rozalie,Pune,Saugata,NC,E,Others,Invalid,Deviated,IMPACT2,84 Rusk Way
3,COM,280729930-X,Chantal,Gardiner,Stormie,Pune,Divya,NC,C,Others,Invalid,Deviated,IMPACT4,3 American Trail
2,COM,984640582-0,Elmer,Ryon,Tawnya,Sydney,Ruturaj,DNR,C,Ours,Invalid,Deviated,IMPACT2,3846 Tony Pass
1,COM,382062428-7,Nathalia,Tuckie,Phil,Pune,Saugata,RR,E,Ours,Valid,Adhered,,
2,CA,069290905-2,Muriel,Clementina,Filippo,Pune,Nagaraju,DNR,C,Ours,Invalid,Deviated,IMPACT2,75 Lien Trail
3,COM,024228738-7,Camilla,Shantee,Sonja,Pune,Apoorv,MDR,E,Ours,Invalid,Deviated,IMPACT3,48409 Clarendon Plaza
1,COM,477337585-X,Melva,Sanson,Suzanna,Pune,Shiva,RR,C,Ours,Invalid,Deviated,IMPACT2,31094 Buhler Hill
4,COM,750537320-X,Corry,Osbourne,Alastair,Sydney,Nagaraju,NC,C,Ours,Invalid,Deviated,IMPACT4,6 Rieder Trail
4,COM,412383453-1,Skylar,Beryle,Lorenza,New York,Himabindu,WMS,E,Others,Invalid,Deviated,IMPACT4,1865 Basil Lane
5,COM,794071908-4,Donica,Winnie,Sandye,Pune,Apoorv,NC,V,Ours,Invalid,Deviated,IMPACT5,7 Dixon Pass
1,COM,833317588-0,Whittaker,Meghan,Rip,Pune,Shiva,MDR,C,Ours,Invalid,Deviated,IMPACT5,579 Farmco Hill
2,COM,674696183-4,Ethelbert,Harmonia,Alejandrina,Pune,Shiva,IM,V,Ours,Invalid,Deviated,IMPACT1,1 Hintze Hill
2,COM,418887209-8,Teddy,Caryl,Filippo,New York,Sandeep,NC,E,Ours,Valid,Adhered,,
2,COM,235528694-9,Windham,Shayne,Alec,London,Suruchi,RR,V,Ours,Invalid,Deviated,IMPACT3,6 Northwestern Park
4,COM,301476627-5,Jacquette,Jeramey,Filippo,New York,Priyanka,NC,C,Ours,Invalid,Deviated,IMPACT3,1972 Scott Pass
3,COM,170720438-1,Philippine,Shantee,Sonja,Pune,Suruchi,MDR,V,Ours,Invalid,Deviated,IMPACT2,923 Hazelcrest Avenue
4,CA,482339917-X,Nara,Marja,Theodosia,Pune,Shiva,IM,E,Ours,Invalid,Deviated,IMPACT3,923 Hazelcrest Avenue
5,COM,130562240-5,Eldon,Harv,Stormie,Sydney,Apoorv,NC,C,Ours,Invalid,Deviated,IMPACT4,85 Sachtjen Street
5,COM,442158128-3,Merle,Brodie,Janna,Pune,Priyanka,PM,E,Ours,Valid,Adhered,,
1,CA,301954310-X,Eleanore,Kamila,Stormie,Pune,Himabindu,DNR,V,Others,Invalid,Deviated,IMPACT1,3 American Trail
1,COM,781834482-9,Franklyn,Antonin,Martguerita,Pune,Nagaraju,DNR,V,Ours,Invalid,Deviated,IMPACT5,1972 Scott Pass
5,COM,450357972-X,Giuditta,Corrie,Martguerita,New York,Priyanka,RR,E,Ours,Invalid,Deviated,IMPACT3,6 Messerschmidt Plaza
3,COM,681173988-6,Markos,Zaneta,Philbert,Pune,Shiva,PM,E,Others,Invalid,Deviated,IMPACT4,18 Elmside Lane
1,COM,155107293-9,Nichol,Sterne,Theodosia,New York,Nagaraju,WMS,V,Ours,Valid,Adhered,,
4,COM,395635171-1,Lu,Valma,Betsey,Sydney,Divya,MDR,V,Ours,Invalid,Deviated,IMPACT4,45 Ilene Circle
5,COM,335946972-0,Inigo,Nicolea,Lorenza,New York,Divya,NC,C,Ours,Valid,Adhered,,
2,COM,924277407-3,Kathlin,Normand,Axe,Pune,Apoorv,IM,C,Ours,Invalid,Deviated,IMPACT1,165 Melvin Way
2,COM,079194710-6,Ayn,Normand,Axe,Pune,Suruchi,PM,E,Ours,Invalid,Deviated,IMPACT3,855 Huxley Way
2,COM,356454941-2,Sigfrid,Janith,Alec,Pune,Himabindu,RR,C,Ours,Invalid,Deviated,IMPACT3,00 Mayfield Lane
2,COM,209271706-5,Honor,Teriann,Rip,Pune,Shiva,RR,E,Ours,Invalid,Deviated,IMPACT3,4 Crescent Oaks Lane
1,COM,703228765-4,Katrinka,Agathe,Sonja,Pune,Himabindu,RR,E,Ours,Invalid,Deviated,IMPACT2,41650 Eliot Plaza
5,COM,973503224-4,Adlai,Brigitta,Ardelia,Sydney,Sandeep,DNR,E,Ours,Invalid,Deviated,IMPACT3,5 Carey Crossing
2,COM,733596608-6,Rolfe,Dew,Darnell,New York,Shiva,WMS,C,Ours,Valid,Adhered,,
1,COM,364713923-8,Verna,Meghan,Rip,Pune,Priyanka,PM,C,Ours,Valid,Adhered,,
1,COM,080846278-4,Jory,Antone,Philbert,Pune,Priyanka,WMS,V,Ours,Valid,Adhered,,
3,COM,552551904-6,Felizio,Zaneta,Philbert,Pune,Nagaraju,IM,V,Others,Invalid,Deviated,IMPACT3,8 Dawn Street
5,COM,313957221-2,Myer,Zaneta,Philbert,Pune,Priyanka,NC,E,Others,Valid,Adhered,,
4,COM,327450810-1,Doralynne,Maddie,Ardelia,Pune,Ruturaj,PM,C,Ours,Invalid,Deviated,IMPACT1,923 Hazelcrest Avenue
2,COM,994996360-5,Quinton,Brietta,Sonja,London,Saugata,IM,C,Ours,Valid,Adhered,,
1,CA,804614008-2,Anastassia,Dew,Darnell,New York,Shiva,PM,V,Ours,Valid,Adhered,,
4,COM,828918523-5,Teodorico,Tuckie,Phil,Pune,Saugata,RR,V,Ours,Invalid,Deviated,IMPACT1,518 Sunfield Point
2,CA,481633380-0,Saunderson,Ives,Philbert,Pune,Priyanka,IM,V,Ours,Valid,Adhered,,
4,COM,896733127-4,Nathalie,Dicky,Eugenia,New York,Nagaraju,PM,V,Ours,Invalid,Deviated,IMPACT4,690 Hazelcrest Point
5,COM,466975456-4,Vidovik,Brietta,Sonja,London,Suruchi,DNR,C,Ours,Invalid,Deviated,IMPACT3,923 Hazelcrest Avenue
2,COM,220572688-9,Antoni,Osbourne,Alastair,Sydney,Ruturaj,PM,E,Ours,Invalid,Deviated,IMPACT3,1972 Scott Pass
1,COM,502189062-X,Milt,Winnie,Sandye,Pune,Saugata,DNR,V,Ours,Valid,Adhered,,
3,COM,590428084-X,Delilah,Ryon,Tawnya,Sydney,Priyanka,PM,E,Ours,Invalid,Deviated,IMPACT3,247 Homewood Trail
1,COM,656915682-9,Ardenia,Brietta,Sonja,London,Saugata,WMS,V,Ours,Invalid,Deviated,IMPACT5,3 American Trail
5,COM,008353382-6,Willie,Fancy,Lutero,Pune,Saugata,MDR,E,Ours,Valid,Adhered,,
4,COM,809640387-7,Saloma,Ole,Lorenza,New York,Divya,MDR,V,Ours,Valid,Adhered,,
5,CA,857681501-X,Skipp,Fancy,Lutero,Pune,Apoorv,WMS,E,Ours,Invalid,Deviated,IMPACT5,15 Hollow Ridge Plaza
2,COM,074176411-3,Konstantine,Clemente,Axe,London,Apoorv,WMS,E,Ours,Invalid,Deviated,IMPACT1,3 American Trail
3,COM,301342924-0,Taite,Ara,Carlina,New York,Suruchi,RR,V,Ours,Valid,Adhered,,
1,COM,293736132-3,Darelle,Raynard,Tatiana,Pune,Divya,DNR,E,Ours,Invalid,Deviated,IMPACT1,6 1st Plaza
1,COM,120677359-6,Giraud,Candra,Eugenia,London,Ruturaj,DNR,E,Ours,Invalid,Deviated,IMPACT3,1105 Bowman Trail
5,COM,321770496-7,Joly,Damiano,Alejandrina,Sydney,Ruturaj,MDR,E,Ours,Invalid,Deviated,IMPACT1,1 Hintze Hill
1,CA,064817371-2,Nelly,Antone,Philbert,Pune,Shiva,MDR,C,Ours,Invalid,Deviated,IMPACT1,1972 Scott Pass
2,COM,773110353-6,Wendel,Brietta,Sonja,London,Suruchi,RR,C,Ours,Valid,Adhered,,
1,COM,966933737-2,Robbi,Raynard,Tatiana,Pune,Divya,MDR,V,Ours,Valid,Adhered,,
4,COM,343808690-5,Adria,Zaneta,Philbert,Pune,Ruturaj,WMS,C,Ours,Valid,Adhered,,
3,COM,511722004-8,Temp,Shantee,Sonja,Pune,Apoorv,MDR,V,Ours,Invalid,Deviated,IMPACT1,1972 Scott Pass
5,COM,111989826-9,Ingunna,Ryon,Tawnya,Sydney,Shiva,NC,E,Ours,Valid,Adhered,,
4,COM,879049681-7,Cassandre,Ives,Philbert,Pune,Sandeep,MDR,V,Ours,Invalid,Deviated,IMPACT2,923 Hazelcrest Avenue
3,CA,936618248-8,Sydney,Gardiner,Stormie,Pune,Saugata,NC,C,Ours,Invalid,Deviated,IMPACT2,923 Hazelcrest Avenue
3,COM,379760168-9,Trixi,Gardiner,Stormie,Pune,Apoorv,PM,E,Ours,Invalid,Deviated,IMPACT4,1972 Scott Pass
2,COM,980808161-4,Chevalier,Dicky,Eugenia,New York,Priyanka,NC,C,Ours,Invalid,Deviated,IMPACT3,1 Hintze Hill
4,COM,105551368-X,Napoleon,Garrik,Ardelia,Pune,Shiva,WMS,C,Ours,Invalid,Deviated,IMPACT1,48389 Evergreen Crossing
1,COM,691977143-8,Willem,Shantee,Sonja,Pune,Saugata,RR,V,Ours,Invalid,Deviated,IMPACT3,7 Mendota Point
3,COM,199845427-4,Joli,Candra,Eugenia,London,Nagaraju,IM,E,Ours,Invalid,Deviated,IMPACT1,1972 Scott Pass
3,COM,423322572-6,Erek,Mathias,Berthe,Pune,Divya,DNR,E,Ours,Invalid,Deviated,IMPACT2,3 American Trail
4,CA,487926147-5,Nikos,Danny,Sonja,Pune,Suruchi,PM,E,Ours,Valid,Adhered,,
3,COM,832028389-2,Malinde,Shantee,Sonja,Pune,Divya,RR,V,Ours,Invalid,Deviated,IMPACT4,12974 Claremont Avenue
5,CA,671112866-4,Galvin,Brittne,Nevile,Pune,Ruturaj,IM,V,Ours,Valid,Adhered,,
2,COM,202700851-9,Bambi,Zaneta,Philbert,Pune,Shiva,WMS,V,Ours,Invalid,Deviated,IMPACT1,47527 Sachtjen Street
4,COM,276831959-7,Bartie,Caryl,Filippo,New York,Priyanka,WMS,C,Ours,Invalid,Deviated,IMPACT4,1 Hintze Hill
4,CA,030735338-9,Carrissa,Chas,Filippo,New York,Priyanka,MDR,E,Ours,Invalid,Deviated,IMPACT1,88 Brown Lane
3,COM,430794555-7,Electra,Ives,Philbert,Pune,Shiva,NC,V,Others,Invalid,Deviated,IMPACT5,1 Hintze Hill
1,COM,980241459-X,Brien,Normand,Axe,Pune,Saugata,PM,C,Ours,Invalid,Deviated,IMPACT5,8 Upham Pass
5,COM,814429026-7,Klemens,Brodie,Janna,Pune,Shiva,NC,C,Ours,Valid,Adhered,,
4,COM,913553560-1,Nonna,Clementina,Filippo,Pune,Nagaraju,DNR,V,Others,Invalid,Deviated,IMPACT4,00 Mayfield Lane
2,COM,977625574-4,Erie,Zaneta,Philbert,Pune,Ruturaj,PM,V,Ours,Valid,Adhered,,
4,COM,736777472-7,Sutton,Harmonia,Alejandrina,Pune,Ruturaj,NC,E,Ours,Invalid,Deviated,IMPACT3,496 Fair Oaks Court
1,COM,029656444-3,Kania,Valma,Betsey,Sydney,Suruchi,NC,V,Ours,Invalid,Deviated,IMPACT3,1097 Vernon Lane
1,COM,957558315-9,Ulrikaumeko,Harmonia,Alejandrina,Pune,Sandeep,RR,V,Ours,Invalid,Deviated,IMPACT4,3400 Mariners Cove Court
4,COM,813428948-7,Waylan,Beryle,Lorenza,New York,Apoorv,DNR,V,Ours,Invalid,Deviated,IMPACT5,1 Hintze Hill
2,COM,163340576-1,John,Jemmy,Tatiana,Sydney,Saugata,DNR,V,Ours,Invalid,Deviated,IMPACT3,1 Hintze Hill
2,COM,910918517-8,Aggy,Corrie,Martguerita,New York,Sandeep,RR,V,Ours,Invalid,Deviated,IMPACT1,3 American Trail
2,COM,449015449-6,Dimitri,Damiano,Alejandrina,Sydney,Priyanka,DNR,E,Others,Invalid,Deviated,IMPACT2,00 Mayfield Lane
5,COM,838053766-1,Lucita,Dew,Darnell,New York,Nagaraju,PM,C,Ours,Valid,Adhered,,
1,CA,826420256-X,Devondra,Damiano,Alejandrina,Sydney,Priyanka,PM,E,Ours,Invalid,Deviated,IMPACT4,486 Kingsford Center
3,COM,099012797-4,Portie,Teriann,Rip,Pune,Priyanka,IM,V,Ours,Invalid,Deviated,IMPACT2,82780 Scofield Pass
3,COM,061583994-0,Maurene,Brittne,Nevile,Pune,Nagaraju,MDR,E,Ours,Invalid,Deviated,IMPACT1,923 Hazelcrest Avenue
1,COM,561692100-9,Jenifer,Clemente,Axe,London,Saugata,RR,V,Ours,Invalid,Deviated,IMPACT1,1 Hintze Hill
3,COM,772140518-1,Kass,Durant,Malinda,London,Suruchi,WMS,V,Others,Invalid,Deviated,IMPACT4,00 Mayfield Lane
2,COM,727197281-1,Cammie,Agathe,Sonja,Pune,Apoorv,RR,C,Ours,Valid,Adhered,,
1,COM,316983393-6,Alicea,Candra,Eugenia,London,Nagaraju,NC,V,Ours,Invalid,Deviated,IMPACT2,41568 Doe Crossing Junction
2,COM,222396583-0,Dulcine,Beryle,Lorenza,New York,Apoorv,DNR,E,Ours,Invalid,Deviated,IMPACT5,34 Stone Corner Drive
3,COM,899021576-5,Gertrudis,Brittne,Nevile,Pune,Priyanka,IM,E,Ours,Valid,Adhered,,
2,COM,534616125-2,Lilia,Durant,Malinda,London,Suruchi,MDR,V,Others,Invalid,Deviated,IMPACT1,4736 1st Parkway
3,COM,397013475-7,Fredia,Clemente,Axe,London,Saugata,RR,E,Ours,Invalid,Deviated,IMPACT4,448 Blaine Parkway
5,COM,552578880-2,Perry,Caryl,Filippo,New York,Sandeep,NC,C,Ours,Invalid,Deviated,IMPACT5,3 American Trail
1,CA,447177429-8,Jesse,Raynard,Tatiana,Pune,Saugata,IM,E,Ours,Invalid,Deviated,IMPACT1,3 American Trail
4,COM,571632280-8,Wade,Osbourne,Alastair,Sydney,Sandeep,WMS,C,Ours,Invalid,Deviated,IMPACT5,923 Hazelcrest Avenue
1,COM,535169862-5,Sully,Lexi,Stormie,Pune,Saugata,MDR,C,Ours,Invalid,Deviated,IMPACT5,39 Merrick Terrace
1,COM,690524152-0,Codi,Fancy,Lutero,Pune,Himabindu,NC,V,Ours,Invalid,Deviated,IMPACT3,3 American Trail
1,COM,442593035-5,Ashlie,Sanson,Suzanna,Pune,Shiva,NC,E,Ours,Invalid,Deviated,IMPACT4,66 Cottonwood Road
1,COM,007959367-4,Fran,Harv,Stormie,Sydney,Saugata,MDR,V,Ours,Invalid,Deviated,IMPACT2,527 Autumn Leaf Hill
3,COM,271034064-X,Kenon,Brigitta,Ardelia,Sydney,Nagaraju,PM,E,Ours,Valid,Adhered,,
1,COM,529241094-2,Trueman,Ara,Carlina,New York,Apoorv,MDR,V,Ours,Invalid,Deviated,IMPACT1,1972 Scott Pass
2,COM,729906508-8,Jeno,Tony,Stormie,Pune,Suruchi,IM,E,Ours,Invalid,Deviated,IMPACT2,3400 Mariners Cove Court
4,COM,585283479-3,Steffen,Zaneta,Philbert,Pune,Priyanka,IM,C,Ours,Valid,Adhered,,
1,CA,557572368-2,Dyane,Nicolea,Lorenza,New York,Saugata,PM,V,Ours,Invalid,Deviated,IMPACT4,8 Fisk Street
4,COM,480368687-4,Daniel,Gardiner,Stormie,Pune,Himabindu,DNR,V,Ours,Valid,Adhered,,
4,COM,269669731-0,Joline,Raynard,Tatiana,Pune,Suruchi,IM,E,Ours,Invalid,Deviated,IMPACT3,923 Hazelcrest Avenue
4,COM,380109969-5,Mayne,Valma,Betsey,Sydney,Saugata,IM,C,Ours,Valid,Adhered,,
1,COM,991604177-6,Noreen,Tony,Stormie,Pune,Apoorv,NC,E,Ours,Invalid,Deviated,IMPACT2,6597 Bluejay Lane
3,COM,474836588-9,Janene,Winnie,Sandye,Pune,Apoorv,PM,V,Ours,Valid,Adhered,,
3,COM,728354997-8,Faunie,Raynard,Tatiana,Pune,Saugata,RR,C,Ours,Invalid,Deviated,IMPACT2,1306 Lawn Drive
3,COM,790323585-0,Rebeca,Osbourne,Alastair,Sydney,Ruturaj,IM,E,Others,Invalid,Deviated,IMPACT4,7 Continental Hill
1,COM,753913788-6,Augustina,Fancy,Lutero,Pune,Saugata,PM,E,Ours,Invalid,Deviated,IMPACT3,865 Anderson Circle
1,COM,618925649-X,Welbie,Tuckie,Phil,Pune,Suruchi,PM,V,Ours,Invalid,Deviated,IMPACT1,426 Anderson Junction
2,COM,770290692-8,Mahalia,Nicolea,Lorenza,New York,Divya,WMS,E,Others,Valid,Adhered,,
3,COM,003382563-7,Culley,Jemmy,Tatiana,Sydney,Apoorv,PM,V,Ours,Valid,Adhered,,
5,COM,180962081-3,Alvina,Caryl,Filippo,New York,Priyanka,RR,E,Ours,Invalid,Deviated,IMPACT5,00 Mayfield Lane
1,COM,199442768-X,Miran,Normand,Axe,Pune,Himabindu,MDR,E,Ours,Valid,Adhered,,
4,COM,155697596-1,Joellen,Clemente,Axe,London,Himabindu,IM,E,Ours,Valid,Adhered,,
5,COM,152337144-7,Michell,Harv,Stormie,Sydney,Himabindu,RR,E,Ours,Valid,Adhered,,
5,COM,428381915-8,Sandi,Brigitta,Ardelia,Sydney,Shiva,WMS,C,Ours,Valid,Adhered,,
4,COM,847884236-5,Michaeline,Osbourne,Alastair,Sydney,Shiva,IM,C,Ours,Valid,Adhered,,
2,COM,861654924-2,Mozes,Dicky,Eugenia,New York,Ruturaj,MDR,E,Others,Invalid,Deviated,IMPACT5,15 Debra Parkway
5,COM,730264986-3,Creighton,Antonin,Martguerita,Pune,Priyanka,NC,E,Ours,Valid,Adhered,,
5,COM,846782484-0,Julietta,Danny,Sonja,Pune,Himabindu,NC,E,Ours,Valid,Adhered,,
3,COM,629895649-2,Midge,Dew,Darnell,New York,Shiva,PM,E,Ours,Valid,Adhered,,
1,COM,569687471-1,La verne,Nicolea,Lorenza,New York,Apoorv,IM,C,Others,Valid,Adhered,,
1,COM,316237162-7,Carlyn,Ole,Lorenza,New York,Divya,DNR,E,Others,Invalid,Deviated,IMPACT4,3 American Trail
2,COM,424560678-9,Easter,Ame,Rozalie,Pune,Suruchi,RR,V,Ours,Invalid,Deviated,IMPACT1,1 Hintze Hill
2,COM,432647836-5,Retha,Osbourne,Alastair,Sydney,Nagaraju,NC,V,Ours,Invalid,Deviated,IMPACT2,8027 Prentice Street
3,COM,871190018-0,Kristy,Augusta,Betsey,Sydney,Divya,PM,E,Ours,Invalid,Deviated,IMPACT1,7 Elmside Terrace
4,COM,767453719-6,Gustaf,Nicolea,Lorenza,New York,Apoorv,PM,V,Ours,Invalid,Deviated,IMPACT2,3 American Trail
3,CA,057889312-6,Emmie,Rosetta,Rozalie,Pune,Himabindu,DNR,V,Ours,Valid,Adhered,,
4,COM,478185144-4,Jere,Chas,Filippo,New York,Priyanka,RR,V,Ours,Valid,Adhered,,
2,COM,408704045-3,Rachele,Lexi,Stormie,Pune,Divya,MDR,C,Ours,Invalid,Deviated,IMPACT5,00 Mayfield Lane
4,CA,399391199-7,Klaus,Agathe,Sonja,Pune,Apoorv,PM,E,Ours,Invalid,Deviated,IMPACT3,704 Hooker Plaza
2,COM,196956310-9,Sada,Carmita,Philbert,Sydney,Priyanka,RR,E,Ours,Valid,Adhered,,
4,COM,371550022-0,Moina,Carmita,Philbert,Sydney,Nagaraju,WMS,V,Ours,Invalid,Deviated,IMPACT1,3 American Trail
4,COM,253603055-5,Lurlene,Tony,Stormie,Pune,Himabindu,WMS,E,Ours,Valid,Adhered,,
1,COM,319838279-3,Almeria,Kirby,Alec,Sydney,Divya,IM,E,Ours,Invalid,Deviated,IMPACT5,00 Mayfield Lane
2,COM,782789672-3,Korie,Garrik,Ardelia,Pune,Priyanka,RR,C,Ours,Invalid,Deviated,IMPACT1,4736 1st Parkway
5,COM,420861083-2,Erika,Ole,Lorenza,New York,Apoorv,NC,V,Ours,Invalid,Deviated,IMPACT1,875 Declaration Avenue
2,COM,095090889-4,Oliy,Garrik,Ardelia,Pune,Priyanka,WMS,C,Ours,Valid,Adhered,,
3,CA,361440092-1,Boy,Clemente,Axe,London,Divya,PM,V,Ours,Invalid,Deviated,IMPACT4,00 Mayfield Lane
1,COM,452286947-9,Dicky,Lexi,Stormie,Pune,Apoorv,WMS,V,Ours,Invalid,Deviated,IMPACT4,1 Hintze Hill
3,CA,607452897-7,Wit,Winnie,Sandye,Pune,Saugata,PM,V,Ours,Invalid,Deviated,IMPACT1,1526 Forest Point
4,COM,984648406-2,Aridatha,Ole,Lorenza,New York,Saugata,DNR,C,Ours,Invalid,Deviated,IMPACT3,67 Melby Junction
1,COM,809502188-1,Kev,Edwin,Philbert,New York,Sandeep,NC,V,Ours,Invalid,Deviated,IMPACT4,923 Hazelcrest Avenue
3,COM,035727335-4,Jill,Alvin,Rip,New York,Sandeep,MDR,E,Ours,Invalid,Deviated,IMPACT2,776 Victoria Place
3,COM,349968807-7,Linn,Rosetta,Rozalie,Pune,Divya,NC,C,Ours,Valid,Adhered,,
5,COM,462632631-5,Birgit,Meghan,Rip,Pune,Nagaraju,WMS,V,Ours,Invalid,Deviated,IMPACT4,3 American Trail
4,COM,162338246-7,Mariska,Nicolea,Lorenza,New York,Suruchi,PM,E,Ours,Invalid,Deviated,IMPACT2,1972 Scott Pass
2,COM,370372985-6,Erika,Fancy,Lutero,Pune,Apoorv,IM,C,Ours,Invalid,Deviated,IMPACT4,7 4th Circle
1,COM,107828660-4,Ramon,Osbourne,Alastair,Sydney,Priyanka,RR,C,Ours,Invalid,Deviated,IMPACT4,6497 Rusk Terrace
2,COM,082331614-9,Sanford,Devinne,Theodosia,Pune,Ruturaj,IM,V,Ours,Invalid,Deviated,IMPACT1,1 Hintze Hill
3,COM,190533090-1,Titus,Devinne,Theodosia,Pune,Sandeep,RR,V,Ours,Invalid,Deviated,IMPACT1,1 Hintze Hill
1,COM,308804363-3,Shepherd,Raynard,Tatiana,Pune,Suruchi,NC,V,Others,Invalid,Deviated,IMPACT4,579 Farmco Hill
4,COM,788573043-3,Clemmy,Clementina,Filippo,Pune,Shiva,WMS,E,Ours,Invalid,Deviated,IMPACT2,1972 Scott Pass
2,COM,298758830-5,Rosamond,Augusta,Betsey,Sydney,Saugata,PM,V,Ours,Invalid,Deviated,IMPACT2,1972 Scott Pass
2,COM,198336305-7,Margareta,Beryle,Lorenza,New York,Apoorv,WMS,V,Ours,Invalid,Deviated,IMPACT1,1 Hintze Hill
4,COM,026941901-2,Elbertina,Durant,Malinda,London,Himabindu,IM,E,Ours,Valid,Adhered,,
2,COM,538515836-4,Gregorio,Meghan,Rip,Pune,Ruturaj,NC,C,Ours,Invalid,Deviated,IMPACT5,1105 Bowman Trail
3,COM,513880907-5,Caddric,Codee,Martguerita,New York,Nagaraju,WMS,E,Ours,Invalid,Deviated,IMPACT3,7 Dahle Road
4,COM,511595759-0,Lou,Sanson,Suzanna,Pune,Shiva,DNR,C,Ours,Invalid,Deviated,IMPACT1,1 Hintze Hill
1,COM,322364335-4,Devonne,Jemmy,Tatiana,Sydney,Suruchi,WMS,C,Ours,Invalid,Deviated,IMPACT3,5307 Montana Center
3,COM,533306083-5,Sam,Ame,Rozalie,Pune,Suruchi,RR,E,Others,Invalid,Deviated,IMPACT2,923 Hazelcrest Avenue
3,COM,139409254-7,Laurena,Agathe,Sonja,Pune,Divya,DNR,V,Ours,Invalid,Deviated,IMPACT2,2644 Duke Place
2,COM,401280386-7,Odey,Devinne,Theodosia,Pune,Sandeep,IM,C,Ours,Invalid,Deviated,IMPACT2,704 Hooker Plaza
5,COM,198976666-8,Phillip,Antone,Philbert,Pune,Ruturaj,WMS,V,Ours,Valid,Adhered,,
4,CA,404720523-0,Thom,Edwin,Philbert,New York,Shiva,IM,E,Others,Invalid,Deviated,IMPACT1,15 Ohio Plaza
4,COM,443446799-9,Gage,Codee,Martguerita,New York,Priyanka,PM,V,Ours,Invalid,Deviated,IMPACT2,1972 Scott Pass
4,COM,675597233-9,Cinderella,Nicolea,Lorenza,New York,Divya,DNR,V,Ours,Invalid,Deviated,IMPACT1,50910 Corben Pass
1,COM,065907458-3,Ingaborg,Edwin,Philbert,New York,Ruturaj,PM,E,Ours,Invalid,Deviated,IMPACT3,25 Lien Way
3,COM,955111431-0,Shaun,Sanson,Suzanna,Pune,Shiva,IM,E,Others,Invalid,Deviated,IMPACT2,624 Milwaukee Drive
5,COM,496686036-9,Jonathon,Damiano,Alejandrina,Sydney,Shiva,RR,V,Ours,Invalid,Deviated,IMPACT2,289 Washington Crossing
2,COM,166371784-2,Elwin,Damiano,Alejandrina,Sydney,Shiva,WMS,E,Ours,Invalid,Deviated,IMPACT4,49 Jana Plaza
3,COM,870679343-6,Ara,Mathias,Berthe,Pune,Himabindu,DNR,C,Others,Valid,Adhered,,
1,CA,074532537-8,Shaun,Dicky,Eugenia,New York,Priyanka,DNR,E,Ours,Invalid,Deviated,IMPACT4,6 East Park
1,COM,119972721-0,Averil,Zaneta,Philbert,Pune,Nagaraju,PM,V,Ours,Invalid,Deviated,IMPACT3,1105 Bowman Trail
4,COM,775510287-4,Gerard,Kirby,Alec,Sydney,Himabindu,WMS,E,Ours,Invalid,Deviated,IMPACT5,41568 Doe Crossing Junction
4,CA,367510970-4,Kelbee,Alvin,Rip,New York,Sandeep,WMS,C,Ours,Valid,Adhered,,
4,COM,567440795-9,Brier,Teriann,Rip,Pune,Nagaraju,IM,C,Ours,Invalid,Deviated,IMPACT2,10230 Canary Park
3,COM,480830628-X,Kala,Danny,Sonja,Pune,Saugata,IM,C,Ours,Valid,Adhered,,
4,COM,130128655-9,Mabelle,Ame,Rozalie,Pune,Saugata,WMS,C,Ours,Invalid,Deviated,IMPACT4,00 Mayfield Lane
3,COM,232692753-2,Lucas,Brodie,Janna,Pune,Shiva,PM,V,Ours,Valid,Adhered,,
1,COM,814005359-7,Hannis,Kamila,Stormie,Pune,Apoorv,NC,V,Ours,Invalid,Deviated,IMPACT5,00 Mayfield Lane
3,COM,777845609-5,Marietta,Candra,Eugenia,London,Nagaraju,PM,C,Ours,Valid,Adhered,,
1,COM,986809672-3,Cookie,Alvin,Rip,New York,Ruturaj,RR,V,Ours,Valid,Adhered,,
2,COM,281354924-X,Bren,Winnie,Sandye,Pune,Suruchi,WMS,V,Ours,Invalid,Deviated,IMPACT5,3 American Trail
3,COM,208715622-0,Deva,Shantee,Sonja,Pune,Himabindu,IM,V,Ours,Valid,Adhered,,
1,COM,655372871-2,Lawrence,Marja,Theodosia,Pune,Ruturaj,PM,V,Ours,Invalid,Deviated,IMPACT3,923 Hazelcrest Avenue
5,COM,835482422-5,Fee,Harmonia,Alejandrina,Pune,Nagaraju,PM,V,Ours,Valid,Adhered,,
4,COM,804044311-3,Pate,Winnie,Sandye,Pune,Divya,MDR,E,Ours,Invalid,Deviated,IMPACT5,234 Maple Wood Park
5,COM,000372547-2,Dalston,Henrieta,Berthe,Pune,Apoorv,DNR,C,Ours,Invalid,Deviated,IMPACT1,923 Hazelcrest Avenue
1,COM,065905333-0,Les,Alvin,Rip,New York,Ruturaj,RR,C,Ours,Valid,Adhered,,
4,COM,973414934-2,Kimball,Codee,Martguerita,New York,Priyanka,RR,C,Ours,Valid,Adhered,,
2,COM,208522864-X,Janette,Antone,Philbert,Pune,Shiva,NC,C,Ours,Invalid,Deviated,IMPACT3,3 American Trail
